Date,Region,Product Line,Product,Quantity Sold,Unit Price,Total Sales
30-01-2023,Middle East & Africa,Smartphones,Model D,8,149.8017472,1198.413978
30-01-2023,Middle East & Africa,Laptops,Laptop A,191,1206.837856,230506.0305
30-01-2023,Middle East & Africa,Laptops,Laptop B,47,594.9179368,27961.14303
30-01-2023,Middle East & Africa,Laptops,Laptop C,29,1403.093728,40689.71811
30-01-2023,Middle East & Africa,Tablets,Tablet A,65,648.9103472,42179.17257
30-01-2023,Middle East & Africa,Tablets,Tablet B,65,714.8139626,46462.90757
30-01-2023,Middle East & Africa,Tablets,Tablet C,95,344.8978912,32765.29966
30-01-2023,Middle East & Africa,Tablets,Tablet D,19,382.4181635,7265.945106
30-01-2023,Middle East & Africa,Wearables,Smartwatch A,288,69.51210047,20019.48494
30-01-2023,Middle East & Africa,Wearables,Smartwatch B,478,104.0640241,49742.60351
30-01-2023,Middle East & Africa,Wearables,Fitness Tracker,457,134.9271037,61661.68638
31-01-2023,North America,Smartphones,Model A,48,162.4392736,7797.085135
31-01-2023,North America,Smartphones,Model B,22,102.8762892,2263.278363
31-01-2023,North America,Smartphones,Model C,14,283.3206603,3966.489245
31-01-2023,North America,Smartphones,Model D,49,252.4605249,12370.56572
31-01-2023,North America,Laptops,Laptop A,169,632.6445776,106916.9336
31-01-2023,North America,Laptops,Laptop B,195,1063.395351,207362.0934
31-01-2023,North America,Laptops,Laptop C,94,902.3349552,84819.48579
31-01-2023,North America,Tablets,Tablet A,87,548.5702279,47725.60983
31-01-2023,North America,Tablets,Tablet B,65,582.9933439,37894.56735
31-01-2023,North America,Tablets,Tablet C,23,465.3762833,10703.65452
31-01-2023,North America,Tablets,Tablet D,78,283.061296,22078.78109
31-01-2023,North America,Wearables,Smartwatch A,172,84.33131937,14504.98693
31-01-2023,North America,Wearables,Smartwatch B,230,180.2616182,41460.17218
31-01-2023,North America,Wearables,Fitness Tracker,158,189.370928,29920.60662
31-01-2023,Europe,Smartphones,Model A,28,205.5354932,5754.993811
31-01-2023,Europe,Smartphones,Model B,5,299.1262219,1495.631109
31-01-2023,Europe,Smartphones,Model C,12,198.8295341,2385.95441
31-01-2023,Europe,Smartphones,Model D,49,192.2333803,9419.435632
31-01-2023,Europe,Laptops,Laptop A,175,1093.158219,191302.6883
31-01-2023,Europe,Laptops,Laptop B,41,954.7643426,39145.33804
31-01-2023,Europe,Laptops,Laptop C,155,862.4313226,133676.855
31-01-2023,Europe,Tablets,Tablet A,58,423.8735711,24584.66712
31-01-2023,Europe,Tablets,Tablet B,91,755.0283052,68707.57577
31-01-2023,Europe,Tablets,Tablet C,48,500.2156677,24010.35205
31-01-2023,Europe,Tablets,Tablet D,45,586.5540342,26394.93154
31-01-2023,Europe,Wearables,Smartwatch A,364,147.2958435,53615.68704
31-01-2023,Europe,Wearables,Smartwatch B,477,133.2031565,63537.90563
31-01-2023,Europe,Wearables,Fitness Tracker,340,145.391049,49432.95667
31-01-2023,Asia Pacific,Smartphones,Model A,4,182.7654931,731.0619723
31-01-2023,Asia Pacific,Smartphones,Model B,40,241.0278291,9641.113165
31-01-2023,Asia Pacific,Smartphones,Model C,22,215.9452314,4750.795091
31-01-2023,Asia Pacific,Smartphones,Model D,17,267.473416,4547.048071
31-01-2023,Asia Pacific,Laptops,Laptop A,151,560.6049077,84651.34106
31-01-2023,Asia Pacific,Laptops,Laptop B,187,1279.102586,239192.1837
31-01-2023,Asia Pacific,Laptops,Laptop C,128,671.4341767,85943.57462
31-01-2023,Asia Pacific,Tablets,Tablet A,83,702.892985,58340.11775
31-01-2023,Asia Pacific,Tablets,Tablet B,24,776.5520882,18637.25012
31-01-2023,Asia Pacific,Tablets,Tablet C,7,583.4192953,4083.935067
31-01-2023,Asia Pacific,Tablets,Tablet D,94,441.1323199,41466.43807
31-01-2023,Asia Pacific,Wearables,Smartwatch A,480,137.6749693,66083.98528
31-01-2023,Asia Pacific,Wearables,Smartwatch B,452,91.55187865,41381.44915
31-01-2023,Asia Pacific,Wearables,Fitness Tracker,311,61.78367464,19214.72281
31-01-2023,Latin America,Smartphones,Model A,11,218.5680361,2404.248397
31-01-2023,Latin America,Smartphones,Model B,40,218.8165561,8752.662245
31-01-2023,Latin America,Smartphones,Model C,20,106.3487531,2126.975061
31-01-2023,Latin America,Smartphones,Model D,40,146.1589308,5846.357231
31-01-2023,Latin America,Laptops,Laptop A,137,1116.314492,152935.0854
31-01-2023,Latin America,Laptops,Laptop B,192,1382.914817,265519.6448
31-01-2023,Latin America,Laptops,Laptop C,71,1096.77642,77871.12582
31-01-2023,Latin America,Tablets,Tablet A,84,717.7980988,60295.0403
31-01-2023,Latin America,Tablets,Tablet B,60,317.992151,19079.52906
31-01-2023,Latin America,Tablets,Tablet C,57,680.0440592,38762.51138
31-01-2023,Latin America,Tablets,Tablet D,77,798.3427399,61472.39098
31-01-2023,Latin America,Wearables,Smartwatch A,231,82.43405137,19042.26587
31-01-2023,Latin America,Wearables,Smartwatch B,484,143.39458,69402.97674
31-01-2023,Latin America,Wearables,Fitness Tracker,138,142.8487347,19713.12539
31-01-2023,Middle East & Africa,Smartphones,Model A,15,269.4775861,4042.163792
31-01-2023,Middle East & Africa,Smartphones,Model B,30,125.5873849,3767.621547
31-01-2023,Middle East & Africa,Smartphones,Model C,39,187.0787292,7296.07044
31-01-2023,Middle East & Africa,Smartphones,Model D,12,263.3947815,3160.737377
31-01-2023,Middle East & Africa,Laptops,Laptop A,73,1391.893103,101608.1965
31-01-2023,Middle East & Africa,Laptops,Laptop B,166,585.1034861,97127.1787
31-01-2023,Middle East & Africa,Laptops,Laptop C,20,1289.409422,25788.18844
31-01-2023,Middle East & Africa,Tablets,Tablet A,75,326.4758609,24485.68957
31-01-2023,Middle East & Africa,Tablets,Tablet B,38,484.9705792,18428.88201
31-01-2023,Middle East & Africa,Tablets,Tablet C,54,361.1373005,19501.41423
31-01-2023,Middle East & Africa,Tablets,Tablet D,14,244.8927231,3428.498124
31-01-2023,Middle East & Africa,Wearables,Smartwatch A,290,72.09133453,20906.48701
31-01-2023,Middle East & Africa,Wearables,Smartwatch B,406,197.7955748,80305.00339
31-01-2023,Middle East & Africa,Wearables,Fitness Tracker,315,67.16472779,21156.88925
01-02-2023,North America,Smartphones,Model A,44,155.6736963,6849.642639
01-02-2023,North America,Smartphones,Model B,40,141.4545958,5658.183833
01-02-2023,North America,Smartphones,Model C,8,143.9413581,1151.530865
01-02-2023,North America,Smartphones,Model D,10,151.2926122,1512.926122
01-02-2023,North America,Laptops,Laptop A,58,853.6966866,49514.40782
01-02-2023,North America,Laptops,Laptop B,22,562.5648422,12376.42653
01-02-2023,North America,Laptops,Laptop C,110,670.1154173,73712.6959
01-02-2023,North America,Tablets,Tablet A,8,288.1531542,2305.225233
01-02-2023,North America,Tablets,Tablet B,68,245.8879733,16720.38218
01-02-2023,North America,Tablets,Tablet C,92,292.9551867,26951.87718
01-02-2023,North America,Tablets,Tablet D,91,259.1497562,23582.62782
01-02-2023,North America,Wearables,Smartwatch A,50,95.36292669,4768.146335
01-02-2023,North America,Wearables,Smartwatch B,495,142.5828209,70578.49634
01-02-2023,North America,Wearables,Fitness Tracker,209,70.57227322,14749.6051
01-02-2023,Europe,Smartphones,Model A,38,256.1112054,9732.225804
01-02-2023,Europe,Smartphones,Model B,46,162.3379657,7467.546422
01-02-2023,Europe,Smartphones,Model C,44,154.7280836,6808.035677
01-02-2023,Europe,Smartphones,Model D,23,116.4544649,2678.452692
01-02-2023,Europe,Laptops,Laptop A,66,1215.186455,80202.30602
01-02-2023,Europe,Laptops,Laptop B,190,918.6072749,174535.3822
01-02-2023,Europe,Laptops,Laptop C,18,690.7259876,12433.06778
01-02-2023,Europe,Tablets,Tablet A,93,544.5725451,50645.24669
01-02-2023,Europe,Tablets,Tablet B,80,666.2295714,53298.36571
01-02-2023,Europe,Tablets,Tablet C,19,319.5475726,6071.40388
01-02-2023,Europe,Tablets,Tablet D,83,522.8136232,43393.53073
01-02-2023,Europe,Wearables,Smartwatch A,186,134.3832802,24995.29012
01-02-2023,Europe,Wearables,Smartwatch B,51,183.4278967,9354.822729
01-02-2023,Europe,Wearables,Fitness Tracker,167,52.3734758,8746.370459
01-02-2023,Asia Pacific,Smartphones,Model A,21,197.8785075,4155.448657
01-02-2023,Asia Pacific,Smartphones,Model B,16,231.2110044,3699.37607
01-02-2023,Asia Pacific,Smartphones,Model C,12,196.6361727,2359.634072
01-02-2023,Asia Pacific,Smartphones,Model D,19,231.6165169,4400.713822
01-02-2023,Asia Pacific,Laptops,Laptop A,57,906.804801,51687.87365
01-02-2023,Asia Pacific,Laptops,Laptop B,192,1198.530625,230117.88
01-02-2023,Asia Pacific,Laptops,Laptop C,196,1262.446959,247439.6039
01-02-2023,Asia Pacific,Tablets,Tablet A,66,741.9788086,48970.60137
01-02-2023,Asia Pacific,Tablets,Tablet B,85,690.7137834,58710.67159
01-02-2023,Asia Pacific,Tablets,Tablet C,10,540.6363908,5406.363908
01-02-2023,Asia Pacific,Tablets,Tablet D,64,493.7746772,31601.57934
01-02-2023,Asia Pacific,Wearables,Smartwatch A,114,110.416375,12587.46675
01-02-2023,Asia Pacific,Wearables,Smartwatch B,58,189.8484137,11011.208
01-02-2023,Asia Pacific,Wearables,Fitness Tracker,352,149.2500889,52536.03131
01-02-2023,Latin America,Smartphones,Model A,38,126.3307178,4800.567275
01-02-2023,Latin America,Smartphones,Model B,28,133.0604572,3725.692802
01-02-2023,Latin America,Smartphones,Model C,3,143.7419601,431.2258802
01-02-2023,Latin America,Smartphones,Model D,45,181.3113568,8159.011054
01-02-2023,Latin America,Laptops,Laptop A,159,1103.850983,175512.3062
01-02-2023,Latin America,Laptops,Laptop B,175,1469.926525,257237.1419
01-02-2023,Latin America,Laptops,Laptop C,81,871.169516,70564.7308
01-02-2023,Latin America,Tablets,Tablet A,10,424.728946,4247.28946
01-02-2023,Latin America,Tablets,Tablet B,14,420.4344372,5886.082121
01-02-2023,Latin America,Tablets,Tablet C,63,402.4881954,25356.75631
01-02-2023,Latin America,Tablets,Tablet D,63,707.0725109,44545.56819
01-02-2023,Latin America,Wearables,Smartwatch A,274,100.6473953,27577.38631
01-02-2023,Latin America,Wearables,Smartwatch B,327,150.9146922,49349.10434
01-02-2023,Latin America,Wearables,Fitness Tracker,444,87.89690459,39026.22564
01-02-2023,Middle East & Africa,Smartphones,Model A,21,274.8143547,5771.101448
01-02-2023,Middle East & Africa,Smartphones,Model B,39,217.786615,8493.677985
01-02-2023,Middle East & Africa,Smartphones,Model C,4,100.1306782,400.5227126
01-02-2023,Middle East & Africa,Smartphones,Model D,42,258.5189626,10857.79643
01-02-2023,Middle East & Africa,Laptops,Laptop A,29,876.5302878,25419.37835
01-02-2023,Middle East & Africa,Laptops,Laptop B,90,652.0485674,58684.37107
01-02-2023,Middle East & Africa,Laptops,Laptop C,138,851.2193873,117468.2755
01-02-2023,Middle East & Africa,Tablets,Tablet A,21,376.3694606,7903.758673
01-02-2023,Middle East & Africa,Tablets,Tablet B,76,752.4437902,57185.72806
01-02-2023,Middle East & Africa,Tablets,Tablet C,27,374.8765481,10121.6668
01-02-2023,Middle East & Africa,Tablets,Tablet D,12,754.7134812,9056.561775
01-02-2023,Middle East & Africa,Wearables,Smartwatch A,130,186.2651828,24214.47376
01-02-2023,Middle East & Africa,Wearables,Smartwatch B,442,50.96528172,22526.65452
01-02-2023,Middle East & Africa,Wearables,Fitness Tracker,175,164.0863464,28715.11061
02-02-2023,North America,Smartphones,Model A,16,223.0507307,3568.811691
02-02-2023,North America,Smartphones,Model B,18,202.584433,3646.519793
02-02-2023,North America,Smartphones,Model C,30,299.9115407,8997.34622
02-02-2023,North America,Smartphones,Model D,32,175.1610032,5605.152101
02-02-2023,North America,Laptops,Laptop A,103,975.687818,100495.8453
02-02-2023,North America,Laptops,Laptop B,180,530.4636863,95483.46354
02-02-2023,North America,Laptops,Laptop C,158,545.4525004,86181.49507
02-02-2023,North America,Tablets,Tablet A,85,506.3484545,43039.61863
02-02-2023,North America,Tablets,Tablet B,19,746.3634303,14180.90518
02-02-2023,North America,Tablets,Tablet C,78,664.1316451,51802.26832
02-02-2023,North America,Tablets,Tablet D,57,230.1458059,13118.31094
02-02-2023,North America,Wearables,Smartwatch A,199,91.77060934,18262.35126
02-02-2023,North America,Wearables,Smartwatch B,332,115.726792,38421.29494
02-02-2023,North America,Wearables,Fitness Tracker,201,199.4597441,40091.40855
02-02-2023,Europe,Smartphones,Model A,44,104.9943324,4619.750627
02-02-2023,Europe,Smartphones,Model B,34,143.1001518,4865.40516
02-02-2023,Europe,Smartphones,Model C,32,109.9228747,3517.531989
02-02-2023,Europe,Smartphones,Model D,33,254.6762096,8404.314915
02-02-2023,Europe,Laptops,Laptop A,194,689.1391,133692.9854
02-02-2023,Europe,Laptops,Laptop B,164,673.4960504,110453.3523
02-02-2023,Europe,Laptops,Laptop C,74,1110.770731,82197.03407
02-02-2023,Europe,Tablets,Tablet A,46,435.2561461,20021.78272
02-02-2023,Europe,Tablets,Tablet B,15,541.0789391,8116.184087
02-02-2023,Europe,Tablets,Tablet C,99,663.6628518,65702.62233
02-02-2023,Europe,Tablets,Tablet D,36,533.8737235,19219.45405
02-02-2023,Europe,Wearables,Smartwatch A,232,134.8672332,31289.19811
02-02-2023,Europe,Wearables,Smartwatch B,426,189.1032771,80557.99604
02-02-2023,Europe,Wearables,Fitness Tracker,361,59.92477833,21632.84498
02-02-2023,Asia Pacific,Smartphones,Model A,37,249.8852012,9245.752444
02-02-2023,Asia Pacific,Smartphones,Model B,8,255.0488104,2040.390483
02-02-2023,Asia Pacific,Smartphones,Model C,35,183.7164571,6430.075999
02-02-2023,Asia Pacific,Smartphones,Model D,24,106.0207744,2544.498587
02-02-2023,Asia Pacific,Laptops,Laptop A,124,793.7759062,98428.21237
02-02-2023,Asia Pacific,Laptops,Laptop B,113,1433.205088,161952.1749
02-02-2023,Asia Pacific,Laptops,Laptop C,165,1097.29242,181053.2494
02-02-2023,Asia Pacific,Tablets,Tablet A,10,607.099981,6070.99981
02-02-2023,Asia Pacific,Tablets,Tablet B,32,708.865541,22683.69731
02-02-2023,Asia Pacific,Tablets,Tablet C,41,730.9130706,29967.4359
02-02-2023,Asia Pacific,Tablets,Tablet D,72,410.24795,29537.8524
02-02-2023,Asia Pacific,Wearables,Smartwatch A,196,92.24240632,18079.51164
02-02-2023,Asia Pacific,Wearables,Smartwatch B,77,118.3428735,9112.401257
02-02-2023,Asia Pacific,Wearables,Fitness Tracker,77,157.407496,12120.37719
02-02-2023,Latin America,Smartphones,Model A,41,169.3771953,6944.465006
02-02-2023,Latin America,Smartphones,Model B,46,258.8961636,11909.22352
02-02-2023,Latin America,Smartphones,Model C,35,128.451048,4495.786678
02-02-2023,Latin America,Smartphones,Model D,28,152.2097052,4261.871747
02-02-2023,Latin America,Laptops,Laptop A,57,1334.57179,76070.59204
02-02-2023,Latin America,Laptops,Laptop B,123,1428.630562,175721.5591
02-02-2023,Latin America,Laptops,Laptop C,164,592.3605281,97147.12661
02-02-2023,Latin America,Tablets,Tablet A,20,626.0795843,12521.59169
02-02-2023,Latin America,Tablets,Tablet B,35,290.2833626,10159.91769
02-02-2023,Latin America,Tablets,Tablet C,18,469.2672824,8446.811083
02-02-2023,Latin America,Tablets,Tablet D,38,313.6360507,11918.16993
02-02-2023,Latin America,Wearables,Smartwatch A,427,120.6440379,51515.00417
02-02-2023,Latin America,Wearables,Smartwatch B,92,162.6765705,14966.24449
02-02-2023,Latin America,Wearables,Fitness Tracker,467,90.9560929,42476.49538
02-02-2023,Middle East & Africa,Smartphones,Model A,19,280.871955,5336.567145
02-02-2023,Middle East & Africa,Smartphones,Model B,5,122.9593855,614.7969273
02-02-2023,Middle East & Africa,Smartphones,Model C,27,111.1211043,3000.269817
02-02-2023,Middle East & Africa,Smartphones,Model D,15,192.4782354,2887.173531
02-02-2023,Middle East & Africa,Laptops,Laptop A,114,1163.523594,132641.6897
02-02-2023,Middle East & Africa,Laptops,Laptop B,35,1217.120568,42599.2199
02-02-2023,Middle East & Africa,Laptops,Laptop C,104,856.7687116,89103.94601
02-02-2023,Middle East & Africa,Tablets,Tablet A,16,745.5051584,11928.08253
02-02-2023,Middle East & Africa,Tablets,Tablet B,91,379.3142812,34517.59959
02-02-2023,Middle East & Africa,Tablets,Tablet C,5,464.0348279,2320.17414
02-02-2023,Middle East & Africa,Tablets,Tablet D,70,310.7794744,21754.56321
02-02-2023,Middle East & Africa,Wearables,Smartwatch A,397,140.5695488,55806.11087
02-02-2023,Middle East & Africa,Wearables,Smartwatch B,359,174.6423757,62696.61286
02-02-2023,Middle East & Africa,Wearables,Fitness Tracker,233,76.00145795,17708.3397
03-02-2023,North America,Smartphones,Model A,33,123.3847071,4071.695334
03-02-2023,North America,Smartphones,Model B,15,289.9799336,4349.699005
03-02-2023,North America,Smartphones,Model C,46,219.216391,10083.95399
03-02-2023,North America,Smartphones,Model D,46,226.4476302,10416.59099
03-02-2023,North America,Laptops,Laptop A,130,890.1202347,115715.6305
03-02-2023,North America,Laptops,Laptop B,79,1402.413033,110790.6296
03-02-2023,North America,Laptops,Laptop C,121,717.9087083,86866.9537
03-02-2023,North America,Tablets,Tablet A,91,595.196813,54162.90998
03-02-2023,North America,Tablets,Tablet B,22,263.5119415,5797.262714
03-02-2023,North America,Tablets,Tablet C,90,513.8858124,46249.72312
03-02-2023,North America,Tablets,Tablet D,68,739.03188,50254.16784
03-02-2023,North America,Wearables,Smartwatch A,261,134.0869714,34996.69952
03-02-2023,North America,Wearables,Smartwatch B,199,51.62166255,10272.71085
03-02-2023,North America,Wearables,Fitness Tracker,222,170.1471051,37772.65732
03-02-2023,Europe,Smartphones,Model A,5,119.7474414,598.7372069
03-02-2023,Europe,Smartphones,Model B,37,123.7418191,4578.447307
03-02-2023,Europe,Smartphones,Model C,45,217.0156884,9765.70598
03-02-2023,Europe,Smartphones,Model D,5,113.446836,567.2341801
03-02-2023,Europe,Laptops,Laptop A,11,1238.866677,13627.53345
03-02-2023,Europe,Laptops,Laptop B,197,1116.944027,220037.9734
03-02-2023,Europe,Laptops,Laptop C,20,1032.291876,20645.83752
03-02-2023,Europe,Tablets,Tablet A,80,723.8653057,57909.22445
03-02-2023,Europe,Tablets,Tablet B,81,540.7845784,43803.55085
03-02-2023,Europe,Tablets,Tablet C,67,536.7534068,35962.47826
03-02-2023,Europe,Tablets,Tablet D,58,454.1287496,26339.46748
03-02-2023,Europe,Wearables,Smartwatch A,113,88.95062584,10051.42072
03-02-2023,Europe,Wearables,Smartwatch B,242,167.3076154,40488.44292
03-02-2023,Europe,Wearables,Fitness Tracker,203,102.1278193,20731.94732
03-02-2023,Asia Pacific,Smartphones,Model A,31,110.5530516,3427.144599
03-02-2023,Asia Pacific,Smartphones,Model B,12,204.717297,2456.607565
03-02-2023,Asia Pacific,Smartphones,Model C,22,145.3043252,3196.695155
03-02-2023,Asia Pacific,Smartphones,Model D,47,214.8873512,10099.70551
03-02-2023,Asia Pacific,Laptops,Laptop A,191,1397.743567,266969.0212
03-02-2023,Asia Pacific,Laptops,Laptop B,88,1320.696161,116221.2621
03-02-2023,Asia Pacific,Laptops,Laptop C,175,1395.884181,244279.7317
03-02-2023,Asia Pacific,Tablets,Tablet A,84,417.5358779,35073.01375
03-02-2023,Asia Pacific,Tablets,Tablet B,51,231.0715332,11784.6482
03-02-2023,Asia Pacific,Tablets,Tablet C,94,293.6214868,27600.41976
03-02-2023,Asia Pacific,Tablets,Tablet D,42,480.0158725,20160.66665
03-02-2023,Asia Pacific,Wearables,Smartwatch A,97,186.9338667,18132.58507
03-02-2023,Asia Pacific,Wearables,Smartwatch B,182,83.18580447,15139.81641
03-02-2023,Asia Pacific,Wearables,Fitness Tracker,258,70.9398301,18302.47617
03-02-2023,Latin America,Smartphones,Model A,15,264.7247221,3970.870832
03-02-2023,Latin America,Smartphones,Model B,27,256.3011295,6920.130498
03-02-2023,Latin America,Smartphones,Model C,31,160.6571782,4980.372523
03-02-2023,Latin America,Smartphones,Model D,35,103.3512609,3617.294131
03-02-2023,Latin America,Laptops,Laptop A,67,1183.866452,79319.05227
03-02-2023,Latin America,Laptops,Laptop B,171,532.6590608,91084.69939
03-02-2023,Latin America,Laptops,Laptop C,14,811.802137,11365.22992
03-02-2023,Latin America,Tablets,Tablet A,10,296.7312872,2967.312872
03-02-2023,Latin America,Tablets,Tablet B,68,571.5434192,38864.95251
03-02-2023,Latin America,Tablets,Tablet C,8,537.3132866,4298.506293
03-02-2023,Latin America,Tablets,Tablet D,18,706.9173965,12724.51314
03-02-2023,Latin America,Wearables,Smartwatch A,410,112.6500494,46186.52024
03-02-2023,Latin America,Wearables,Smartwatch B,394,126.845052,49976.9505
03-02-2023,Latin America,Wearables,Fitness Tracker,82,190.7723237,15643.33055
03-02-2023,Middle East & Africa,Smartphones,Model A,44,238.6670307,10501.34935
03-02-2023,Middle East & Africa,Smartphones,Model B,35,170.933241,5982.663435
03-02-2023,Middle East & Africa,Smartphones,Model C,36,236.2706026,8505.741695
03-02-2023,Middle East & Africa,Smartphones,Model D,48,109.357169,5249.144112
03-02-2023,Middle East & Africa,Laptops,Laptop A,161,1111.83102,179004.7942
03-02-2023,Middle East & Africa,Laptops,Laptop B,154,1399.260359,215486.0953
03-02-2023,Middle East & Africa,Laptops,Laptop C,59,605.8743182,35746.58477
03-02-2023,Middle East & Africa,Tablets,Tablet A,36,650.0170473,23400.6137
03-02-2023,Middle East & Africa,Tablets,Tablet B,74,605.4937551,44806.53787
03-02-2023,Middle East & Africa,Tablets,Tablet C,18,366.859709,6603.474763
03-02-2023,Middle East & Africa,Tablets,Tablet D,83,437.1555893,36283.91391
03-02-2023,Middle East & Africa,Wearables,Smartwatch A,343,133.4492011,45773.07597
03-02-2023,Middle East & Africa,Wearables,Smartwatch B,227,174.0953225,39519.6382
03-02-2023,Middle East & Africa,Wearables,Fitness Tracker,209,73.44255643,15349.49429
04-02-2023,North America,Smartphones,Model A,26,133.6407312,3474.65901
04-02-2023,North America,Smartphones,Model B,45,242.0229533,10891.0329
04-02-2023,North America,Smartphones,Model C,3,146.2761273,438.8283818
04-02-2023,North America,Smartphones,Model D,24,293.7349211,7049.638107
04-02-2023,North America,Laptops,Laptop A,168,1458.118009,244963.8255
04-02-2023,North America,Laptops,Laptop B,54,1336.498491,72170.91849
04-02-2023,North America,Laptops,Laptop C,80,1434.304114,114744.3291
04-02-2023,North America,Tablets,Tablet A,61,371.4197564,22656.60514
04-02-2023,North America,Tablets,Tablet B,34,651.4387294,22148.9168
04-02-2023,North America,Tablets,Tablet C,22,225.8314416,4968.291716
04-02-2023,North America,Tablets,Tablet D,97,438.9366764,42576.85761
04-02-2023,North America,Wearables,Smartwatch A,117,173.6707276,20319.47513
04-02-2023,North America,Wearables,Smartwatch B,192,148.7082476,28551.98354
04-02-2023,North America,Wearables,Fitness Tracker,369,131.0444798,48355.41303
04-02-2023,Europe,Smartphones,Model A,46,121.522837,5590.0505
04-02-2023,Europe,Smartphones,Model B,29,283.0121465,8207.352249
04-02-2023,Europe,Smartphones,Model C,32,186.7541132,5976.131623
04-02-2023,Europe,Smartphones,Model D,15,196.8041145,2952.061718
04-02-2023,Europe,Laptops,Laptop A,105,774.3846052,81310.38355
04-02-2023,Europe,Laptops,Laptop B,15,825.2111963,12378.16794
04-02-2023,Europe,Laptops,Laptop C,132,1059.405426,139841.5162
04-02-2023,Europe,Tablets,Tablet A,15,627.7075975,9415.613963
04-02-2023,Europe,Tablets,Tablet B,8,394.6074846,3156.859877
04-02-2023,Europe,Tablets,Tablet C,85,637.0225126,54146.91357
04-02-2023,Europe,Tablets,Tablet D,9,714.3149942,6428.834948
04-02-2023,Europe,Wearables,Smartwatch A,473,116.0860292,54908.69181
04-02-2023,Europe,Wearables,Smartwatch B,212,110.0318414,23326.75037
04-02-2023,Europe,Wearables,Fitness Tracker,387,142.9015181,55302.88751
04-02-2023,Asia Pacific,Smartphones,Model A,13,298.0664608,3874.86399
04-02-2023,Asia Pacific,Smartphones,Model B,3,299.5245645,898.5736934
04-02-2023,Asia Pacific,Smartphones,Model C,12,231.9011963,2782.814356
04-02-2023,Asia Pacific,Smartphones,Model D,33,186.1967804,6144.493753
04-02-2023,Asia Pacific,Laptops,Laptop A,82,681.1832791,55857.02888
04-02-2023,Asia Pacific,Laptops,Laptop B,92,1387.119317,127614.9772
04-02-2023,Asia Pacific,Laptops,Laptop C,78,807.216417,62962.88053
04-02-2023,Asia Pacific,Tablets,Tablet A,91,450.3160511,40978.76065
04-02-2023,Asia Pacific,Tablets,Tablet B,32,278.3007585,8905.624271
04-02-2023,Asia Pacific,Tablets,Tablet C,29,678.3266435,19671.47266
04-02-2023,Asia Pacific,Tablets,Tablet D,62,404.3269013,25068.26788
04-02-2023,Asia Pacific,Wearables,Smartwatch A,146,52.48887209,7663.375326
04-02-2023,Asia Pacific,Wearables,Smartwatch B,353,73.94373521,26102.13853
04-02-2023,Asia Pacific,Wearables,Fitness Tracker,67,74.45286707,4988.342094
04-02-2023,Latin America,Smartphones,Model A,35,146.9988555,5144.959943
04-02-2023,Latin America,Smartphones,Model B,21,266.9894411,5606.778264
04-02-2023,Latin America,Smartphones,Model C,45,160.9204712,7241.421202
04-02-2023,Latin America,Smartphones,Model D,17,146.2950428,2487.015727
04-02-2023,Latin America,Laptops,Laptop A,73,777.7190874,56773.49338
04-02-2023,Latin America,Laptops,Laptop B,130,919.6273828,119551.5598
04-02-2023,Latin America,Laptops,Laptop C,63,713.6981416,44962.98292
04-02-2023,Latin America,Tablets,Tablet A,20,544.3699196,10887.39839
04-02-2023,Latin America,Tablets,Tablet B,22,714.7730545,15725.0072
04-02-2023,Latin America,Tablets,Tablet C,63,549.9514354,34646.94043
04-02-2023,Latin America,Tablets,Tablet D,10,668.9692875,6689.692875
04-02-2023,Latin America,Wearables,Smartwatch A,450,87.18100381,39231.45171
04-02-2023,Latin America,Wearables,Smartwatch B,317,138.2528331,43826.14811
04-02-2023,Latin America,Wearables,Fitness Tracker,352,134.9322524,47496.15283
04-02-2023,Middle East & Africa,Smartphones,Model A,2,112.3771403,224.7542807
04-02-2023,Middle East & Africa,Smartphones,Model B,27,241.8877729,6530.969869
04-02-2023,Middle East & Africa,Smartphones,Model C,8,280.8486583,2246.789266
04-02-2023,Middle East & Africa,Smartphones,Model D,47,202.6366168,9523.920987
04-02-2023,Middle East & Africa,Laptops,Laptop A,72,550.5731038,39641.26348
04-02-2023,Middle East & Africa,Laptops,Laptop B,21,910.4957941,19120.41168
04-02-2023,Middle East & Africa,Laptops,Laptop C,52,1305.648805,67893.73788
04-02-2023,Middle East & Africa,Tablets,Tablet A,85,335.6474426,28530.03262
04-02-2023,Middle East & Africa,Tablets,Tablet B,89,252.5547784,22477.37528
04-02-2023,Middle East & Africa,Tablets,Tablet C,94,257.2165528,24178.35596
04-02-2023,Middle East & Africa,Tablets,Tablet D,32,230.3355128,7370.736409
04-02-2023,Middle East & Africa,Wearables,Smartwatch A,194,180.6032683,35037.03405
04-02-2023,Middle East & Africa,Wearables,Smartwatch B,433,91.96189517,39819.50061
04-02-2023,Middle East & Africa,Wearables,Fitness Tracker,289,162.8702506,47069.50243
05-02-2023,North America,Smartphones,Model A,45,274.1267763,12335.70493
05-02-2023,North America,Smartphones,Model B,37,245.505846,9083.716304
05-02-2023,North America,Smartphones,Model C,15,178.9144631,2683.716946
05-02-2023,North America,Smartphones,Model D,46,210.5524736,9685.413786
05-02-2023,North America,Laptops,Laptop A,115,708.5883677,81487.66229
05-02-2023,North America,Laptops,Laptop B,174,1260.16093,219268.0018
05-02-2023,North America,Laptops,Laptop C,38,649.2494697,24671.47985
